codigo_mes,mes,codigo_ca,comunidad_autonoma,codigo_provincia,provincia,codigo_municipio,municipio,total_paro_registrado,Paro_hombre_edad___25,Paro_hombre_edad_25__45,Paro_hombre_edad___45,Paro_mujer_edad___25,Paro_mujer_edad_25__45,Paro_mujer_edad___45,Paro_Agricultura,Paro_Industria,Paro_Construcci__n,Paro_Servicios,Paro_Sin_empleo_Anterior
201808,Agosto de 2018,12,Galicia,27,Lugo,27022,Guitiriz,214,5,26,70,0,58,55,13,9,34,148,10
201809,Septiembre de 2018,12,Galicia,27,Lugo,27022,Guitiriz,217,3,26,68,0,65,55,16,7,32,154,8
201810,Octubre de 2018,12,Galicia,27,Lugo,27022,Guitiriz,206,3,22,66,1,59,55,9,9,32,148,8
201811,Noviembre de 2018,12,Galicia,27,Lugo,27022,Guitiriz,220,4,29,64,1,63,59,25,6,31,147,11
201812,Diciembre de 2018,12,Galicia,27,Lugo,27022,Guitiriz,211,5,27,66,2,51,60,26,5,30,138,12
201801,Enero de 2018,12,Galicia,27,Lugo,27024,"Incio, O",65,1,13,22,1,10,18,4,4,11,39,7
201802,Febrero de 2018,12,Galicia,27,Lugo,27024,"Incio, O",68,2,14,22,1,10,19,4,4,12,40,8
201803,Marzo de 2018,12,Galicia,27,Lugo,27024,"Incio, O",65,2,10,24,1,10,18,4,4,11,38,8
201804,Abril de 2018,12,Galicia,27,Lugo,27024,"Incio, O",60,2,8,21,1,11,17,4,4,11,33,8
201805,Mayo de 2018,12,Galicia,27,Lugo,27024,"Incio, O",58,1,11,20,1,9,16,5,4,10,34,5
201806,Junio de 2018,12,Galicia,27,Lugo,27024,"Incio, O",61,1,9,22,1,12,16,10,4,7,36,4
201807,Julio de 2018,12,Galicia,27,Lugo,27024,"Incio, O",55,0,10,19,1,11,14,8,4,6,33,4
201808,Agosto de 2018,12,Galicia,27,Lugo,27024,"Incio, O",53,0,8,18,1,13,13,6,4,5,32,6
201809,Septiembre de 2018,12,Galicia,27,Lugo,27024,"Incio, O",61,1,13,18,1,13,15,6,3,8,38,6
201810,Octubre de 2018,12,Galicia,27,Lugo,27024,"Incio, O",64,3,13,17,3,14,14,7,4,7,38,8
201811,Noviembre de 2018,12,Galicia,27,Lugo,27024,"Incio, O",66,4,11,20,3,14,14,7,6,7,39,7
201812,Diciembre de 2018,12,Galicia,27,Lugo,27024,"Incio, O",65,4,12,18,3,12,16,7,6,8,36,8
201801,Enero de 2018,12,Galicia,27,Lugo,27026,Láncara,138,3,30,39,2,26,38,16,12,14,88,8
201802,Febrero de 2018,12,Galicia,27,Lugo,27026,Láncara,133,5,30,36,1,27,34,16,12,15,80,10
201803,Marzo de 2018,12,Galicia,27,Lugo,27026,Láncara,128,4,25,38,1,27,33,14,13,12,80,9
201804,Abril de 2018,12,Galicia,27,Lugo,27026,Láncara,120,3,21,41,2,22,31,14,13,13,72,8
201805,Mayo de 2018,12,Galicia,27,Lugo,27026,Láncara,121,2,23,39,1,23,33,14,12,12,74,9
201806,Junio de 2018,12,Galicia,27,Lugo,27026,Láncara,115,2,23,37,2,16,35,14,11,12,71,7
201807,Julio de 2018,12,Galicia,27,Lugo,27026,Láncara,107,0,19,34,2,18,34,11,12,12,66,6
201808,Agosto de 2018,12,Galicia,27,Lugo,27026,Láncara,106,1,19,35,0,18,33,11,13,11,64,7
201809,Septiembre de 2018,12,Galicia,27,Lugo,27026,Láncara,113,2,19,37,1,18,36,12,12,11,71,7
201810,Octubre de 2018,12,Galicia,27,Lugo,27026,Láncara,125,3,28,37,1,18,38,10,12,10,86,7
201811,Noviembre de 2018,12,Galicia,27,Lugo,27026,Láncara,131,6,32,38,3,16,36,14,13,12,86,6
201812,Diciembre de 2018,12,Galicia,27,Lugo,27026,Láncara,120,3,27,37,2,17,34,13,13,12,76,6
201801,Enero de 2018,12,Galicia,27,Lugo,27042,Paradela,55,2,8,21,0,12,12,5,8,9,31,2
201802,Febrero de 2018,12,Galicia,27,Lugo,27042,Paradela,58,2,7,21,2,14,12,4,7,9,36,2
201803,Marzo de 2018,12,Galicia,27,Lugo,27042,Paradela,55,1,7,20,0,15,12,4,7,9,33,2
201804,Abril de 2018,12,Galicia,27,Lugo,27042,Paradela,52,0,6,20,0,14,12,4,7,9,30,2
201805,Mayo de 2018,12,Galicia,27,Lugo,27042,Paradela,48,0,5,20,0,12,11,4,7,8,27,2
201806,Junio de 2018,12,Galicia,27,Lugo,27042,Paradela,48,0,4,19,0,14,11,3,6,8,29,2
201807,Julio de 2018,12,Galicia,27,Lugo,27042,Paradela,43,0,2,18,0,12,11,3,6,8,24,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27042,Paradela,44,0,2,18,1,12,11,3,6,8,24,3
201809,Septiembre de 2018,12,Galicia,27,Lugo,27042,Paradela,52,0,7,20,1,13,11,4,6,8,31,3
201810,Octubre de 2018,12,Galicia,27,Lugo,27042,Paradela,45,0,7,16,0,12,10,3,6,8,25,3
201811,Noviembre de 2018,12,Galicia,27,Lugo,27042,Paradela,48,0,7,17,2,13,9,2,6,6,31,3
201812,Diciembre de 2018,12,Galicia,27,Lugo,27042,Paradela,50,0,8,17,3,13,9,2,7,6,32,3
201801,Enero de 2018,12,Galicia,27,Lugo,27054,Riotorto,31,0,5,10,0,7,9,1,7,6,17,0
201802,Febrero de 2018,12,Galicia,27,Lugo,27054,Riotorto,28,0,4,8,0,8,8,1,6,5,16,0
201803,Marzo de 2018,12,Galicia,27,Lugo,27054,Riotorto,30,0,6,9,0,8,7,1,6,5,18,0
201804,Abril de 2018,12,Galicia,27,Lugo,27054,Riotorto,23,0,4,6,0,7,6,1,7,5,10,0
201805,Mayo de 2018,12,Galicia,27,Lugo,27054,Riotorto,24,1,5,6,0,6,6,1,8,3,12,0
201806,Junio de 2018,12,Galicia,27,Lugo,27054,Riotorto,23,0,4,5,0,6,8,1,7,3,12,0
201807,Julio de 2018,12,Galicia,27,Lugo,27054,Riotorto,22,0,1,8,0,6,7,0,5,3,14,0
201808,Agosto de 2018,12,Galicia,27,Lugo,27054,Riotorto,24,0,1,8,1,6,8,0,5,2,17,0
201809,Septiembre de 2018,12,Galicia,27,Lugo,27054,Riotorto,28,1,5,7,0,7,8,1,5,2,20,0
201810,Octubre de 2018,12,Galicia,27,Lugo,27054,Riotorto,29,2,5,7,1,5,9,0,4,2,23,0
201811,Noviembre de 2018,12,Galicia,27,Lugo,27054,Riotorto,33,2,6,7,2,7,9,0,3,3,27,0
201812,Diciembre de 2018,12,Galicia,27,Lugo,27054,Riotorto,29,1,5,6,2,7,8,1,4,3,21,0
201801,Enero de 2018,12,Galicia,27,Lugo,27005,Barreiros,142,1,27,31,2,40,41,7,11,13,107,4
201802,Febrero de 2018,12,Galicia,27,Lugo,27005,Barreiros,145,1,29,32,2,41,40,8,11,14,108,4
201803,Marzo de 2018,12,Galicia,27,Lugo,27005,Barreiros,134,1,28,29,4,34,38,7,13,13,96,5
201804,Abril de 2018,12,Galicia,27,Lugo,27005,Barreiros,143,0,30,30,5,40,38,7,11,12,110,3
201805,Mayo de 2018,12,Galicia,27,Lugo,27005,Barreiros,132,0,28,26,3,41,34,4,13,11,101,3
201806,Junio de 2018,12,Galicia,27,Lugo,27005,Barreiros,125,2,33,20,2,34,34,5,13,13,90,4
201807,Julio de 2018,12,Galicia,27,Lugo,27005,Barreiros,103,1,24,15,0,31,32,3,13,11,74,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27005,Barreiros,105,1,24,16,2,31,31,3,11,9,80,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27005,Barreiros,137,3,32,22,2,46,32,3,10,9,112,3
201810,Octubre de 2018,12,Galicia,27,Lugo,27005,Barreiros,151,4,31,31,2,45,38,4,9,11,123,4
201811,Noviembre de 2018,12,Galicia,27,Lugo,27005,Barreiros,148,3,30,33,1,43,38,5,8,11,120,4
201812,Diciembre de 2018,12,Galicia,27,Lugo,27005,Barreiros,145,1,26,33,2,43,40,4,9,11,118,3
201801,Enero de 2018,12,Galicia,27,Lugo,27006,Becerreá,143,3,26,42,5,36,31,19,8,22,87,7
201802,Febrero de 2018,12,Galicia,27,Lugo,27006,Becerreá,137,4,22,38,7,34,32,15,8,21,87,6
201803,Marzo de 2018,12,Galicia,27,Lugo,27006,Becerreá,138,3,26,39,5,34,31,15,11,21,85,6
201804,Abril de 2018,12,Galicia,27,Lugo,27006,Becerreá,142,2,23,38,4,40,35,14,9,19,95,5
201805,Mayo de 2018,12,Galicia,27,Lugo,27006,Becerreá,127,1,15,36,3,38,34,13,8,18,82,6
201806,Junio de 2018,12,Galicia,27,Lugo,27006,Becerreá,122,2,17,38,2,31,32,11,5,18,84,4
201807,Julio de 2018,12,Galicia,27,Lugo,27006,Becerreá,108,1,14,38,1,27,27,11,4,19,71,3
201808,Agosto de 2018,12,Galicia,27,Lugo,27006,Becerreá,106,1,11,37,2,25,30,8,4,19,73,2
201809,Septiembre de 2018,12,Galicia,27,Lugo,27006,Becerreá,114,2,14,35,3,27,33,7,3,20,80,4
201810,Octubre de 2018,12,Galicia,27,Lugo,27006,Becerreá,117,1,18,31,4,26,37,10,4,19,78,6
201811,Noviembre de 2018,12,Galicia,27,Lugo,27006,Becerreá,127,0,23,31,5,33,35,8,5,19,89,6
201812,Diciembre de 2018,12,Galicia,27,Lugo,27006,Becerreá,126,2,26,32,5,32,29,10,7,19,84,6
201801,Enero de 2018,12,Galicia,27,Lugo,27012,Cervantes,63,2,5,33,3,7,13,13,3,7,38,2
201802,Febrero de 2018,12,Galicia,27,Lugo,27012,Cervantes,67,3,6,34,3,8,13,14,3,7,41,2
201803,Marzo de 2018,12,Galicia,27,Lugo,27012,Cervantes,65,3,8,33,1,7,13,14,3,8,39,1
201804,Abril de 2018,12,Galicia,27,Lugo,27012,Cervantes,68,3,11,31,2,7,14,16,3,8,39,2
201805,Mayo de 2018,12,Galicia,27,Lugo,27012,Cervantes,64,3,9,31,2,7,12,16,3,8,35,2
201806,Junio de 2018,12,Galicia,27,Lugo,27012,Cervantes,57,3,4,31,1,6,12,14,3,6,32,2
201807,Julio de 2018,12,Galicia,27,Lugo,27012,Cervantes,45,2,5,22,1,3,12,6,4,6,27,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27012,Cervantes,40,0,4,20,1,3,12,4,3,6,26,1
201809,Septiembre de 2018,12,Galicia,27,Lugo,27012,Cervantes,41,0,4,22,1,2,12,5,2,5,28,1
201810,Octubre de 2018,12,Galicia,27,Lugo,27012,Cervantes,54,2,11,27,1,2,11,8,3,8,34,1
201811,Noviembre de 2018,12,Galicia,27,Lugo,27012,Cervantes,58,3,14,28,1,3,9,7,3,8,39,1
201812,Diciembre de 2018,12,Galicia,27,Lugo,27012,Cervantes,55,1,14,28,1,3,8,7,3,9,35,1
201801,Enero de 2018,12,Galicia,27,Lugo,27027,Lourenzá,88,2,18,20,2,25,21,9,14,5,56,4
201802,Febrero de 2018,12,Galicia,27,Lugo,27027,Lourenzá,86,0,15,20,3,28,20,7,13,5,57,4
201803,Marzo de 2018,12,Galicia,27,Lugo,27027,Lourenzá,86,0,16,20,2,28,20,10,15,5,52,4
201804,Abril de 2018,12,Galicia,27,Lugo,27027,Lourenzá,74,1,13,18,2,22,18,7,12,6,44,5
201805,Mayo de 2018,12,Galicia,27,Lugo,27027,Lourenzá,82,1,16,18,1,26,20,7,13,6,52,4
201806,Junio de 2018,12,Galicia,27,Lugo,27027,Lourenzá,70,1,17,14,1,20,17,5,10,5,46,4
201807,Julio de 2018,12,Galicia,27,Lugo,27027,Lourenzá,64,1,12,12,1,22,16,7,8,7,37,5
201808,Agosto de 2018,12,Galicia,27,Lugo,27027,Lourenzá,73,1,15,12,1,25,19,5,12,6,45,5
201809,Septiembre de 2018,12,Galicia,27,Lugo,27027,Lourenzá,84,1,18,15,3,27,20,7,12,6,54,5
201810,Octubre de 2018,12,Galicia,27,Lugo,27027,Lourenzá,79,0,16,13,4,26,20,3,13,4,55,4
201811,Noviembre de 2018,12,Galicia,27,Lugo,27027,Lourenzá,78,0,17,13,3,26,19,3,14,5,52,4
201812,Diciembre de 2018,12,Galicia,27,Lugo,27027,Lourenzá,81,0,21,12,3,24,21,5,16,5,51,4
201801,Enero de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",84,3,15,14,0,30,22,2,6,5,67,4
201802,Febrero de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",84,3,15,14,0,30,22,1,6,7,66,4
201803,Marzo de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",78,2,13,17,0,30,16,1,7,6,62,2
201804,Abril de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",81,2,13,16,0,30,20,1,7,7,64,2
201805,Mayo de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",75,1,11,16,0,28,19,2,5,5,61,2
201806,Junio de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",64,1,6,17,0,25,15,2,4,5,51,2
201807,Julio de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",63,1,8,16,0,23,15,2,4,4,51,2
201808,Agosto de 2018,12,Galicia,27,Lugo,27064,"Vicedo, O",59,0,8,16,0,21,14,2,3,4,48,2
