Date,Symbol,Open,High,Low,Close,Volume_BTC,Volume_USD
2016-06-13,BTCUSD,663.09,719.0,663.09,704.0,3540.96,2447557.85
2019-03-14,BTCUSD,3850.96,3900.0,3785.0,3855.87,2577.02,9903376.59
2017-09-02,BTCUSD,4924.0,4985.0,4505.0,4642.85,13482.98,63608581.17
2019-05-27,BTCUSD,8750.01,8946.0,8629.02,8781.16,2344.39,20634713.19
2017-08-17,BTCUSD,4322.44,4474.0,4226.99,4284.45,11985.94,52171030.95
2018-09-21,BTCUSD,6495.87,6778.0,6492.41,6759.51,3401.61,22646336.0
2015-11-11,BTCUSD,336.18,343.75,300.0,306.0,1225.57,385120.65
2016-03-29,BTCUSD,422.16,423.75,405.83,414.25,1440.19,594301.55
2017-02-07,BTCUSD,1024.99,1055.0,1023.19,1055.0,3097.4,3241833.55
2017-12-10,BTCUSD,15041.0,16120.0,13141.5,15268.98,15077.35,221306968.6
2019-06-17,BTCUSD,8989.89,9472.0,8977.38,9331.03,2980.05,27579721.71
2017-12-15,BTCUSD,16678.79,17920.0,16655.12,17744.5,8311.75,145441853.7
2017-09-27,BTCUSD,3885.14,4225.0,3876.01,4204.51,8659.89,35090663.42
2018-07-23,BTCUSD,7400.37,7810.0,7378.89,7713.62,3363.31,25863287.55
2018-06-26,BTCUSD,6242.53,6275.0,6051.01,6060.01,2142.24,13260615.29
2019-01-12,BTCUSD,3637.28,3650.0,3561.5,3618.82,1264.18,4580598.24
2019-03-27,BTCUSD,3919.99,4034.0,3914.95,4027.35,2482.16,9916749.35
2017-04-22,BTCUSD,1250.0,1250.0,1226.0,1247.66,1637.49,2036284.75
2017-03-13,BTCUSD,1232.63,1250.0,1215.98,1246.86,2507.49,3100333.54
2017-07-01,BTCUSD,2456.01,2500.0,2385.0,2416.12,5227.0,12731882.83
2019-10-13,BTCUSD,8314.22,8470.0,8152.4,8275.99,635.28,5279965.57
2019-07-16,BTCUSD,10850.0,11030.0,9358.0,9429.05,5348.53,53519126.64
2017-12-26,BTCUSD,13986.68,16150.0,13921.0,15830.86,7183.7,110604193.3
2015-11-22,BTCUSD,325.22,328.75,320.99,324.37,301.36,97804.72
2019-03-08,BTCUSD,3855.26,3910.0,3771.78,3842.0,2701.45,10468107.75
2018-11-07,BTCUSD,6448.41,6540.0,6445.5,6501.5,3733.8,24275948.68
2018-01-12,BTCUSD,13301.77,14106.0,12900.0,13815.26,8668.84,118064269.5
2018-03-13,BTCUSD,9105.0,9500.0,8850.0,9146.18,6443.94,58856352.69
2018-04-23,BTCUSD,8800.0,8990.0,8775.0,8933.0,2063.51,18341146.23
2015-10-25,BTCUSD,285.0,297.0,285.0,289.38,46.26,13502.41
2016-01-07,BTCUSD,431.1,457.0,430.89,457.0,1697.75,760356.83
2017-03-19,BTCUSD,965.1,1060.0,965.1,1010.63,2224.46,2248709.84
2018-06-18,BTCUSD,6444.35,6800.0,6380.41,6711.16,2336.27,15410558.5
2018-07-25,BTCUSD,8400.73,8480.0,8039.99,8160.0,3815.41,31429136.47
2018-07-24,BTCUSD,7713.62,8480.0,7700.0,8400.73,4541.37,36903770.08
2017-05-22,BTCUSD,2026.0,2249.0,1998.5,2101.33,11332.24,23928854.61
2019-02-14,BTCUSD,3576.48,3657.0,3537.0,3562.29,2558.17,9142540.86
2018-02-14,BTCUSD,8519.07,9510.0,8519.07,9480.27,8789.94,80166786.59
2018-03-24,BTCUSD,8925.0,9000.0,8500.0,8540.33,3002.8,26488822.66
2018-02-28,BTCUSD,10562.46,11050.0,10260.85,10296.86,6013.76,63890938.06
2018-06-16,BTCUSD,6388.98,6550.0,6333.98,6486.86,1742.56,11247709.85
2018-12-01,BTCUSD,3970.0,4250.0,3911.47,4141.59,2186.23,8987670.14
2016-11-19,BTCUSD,748.13,755.5,745.0,750.98,593.62,445035.0
2018-09-03,BTCUSD,7284.57,7325.0,7170.7,7252.41,1467.12,10628270.59
2018-03-28,BTCUSD,7794.46,8095.0,7749.53,7941.87,5099.35,40255451.21
2015-10-08,BTCUSD,242.5,245.0,242.5,243.95,18.8,4595.84
2015-11-01,BTCUSD,315.0,330.0,299.76,330.0,377.15,120386.11
2016-02-20,BTCUSD,419.04,442.0,419.04,440.75,949.26,407875.43
2016-05-13,BTCUSD,453.99,458.0,453.99,457.46,1368.06,624569.19
2017-04-21,BTCUSD,1238.45,1256.0,1237.5,1250.0,4460.49,5557584.14
2017-10-20,BTCUSD,5695.01,6050.0,5615.0,5984.03,11271.87,66012207.94
2017-11-19,BTCUSD,7776.54,8099.0,7668.06,8046.98,3475.29,27545013.19
2018-04-21,BTCUSD,8847.07,9038.0,8602.08,8920.0,3399.01,29918579.76
2018-01-18,BTCUSD,11240.19,12110.0,10677.33,11298.0,16661.99,191729689.0
2016-12-01,BTCUSD,742.11,757.0,742.11,753.99,2099.74,1578190.18
2017-05-16,BTCUSD,1742.67,1770.0,1701.01,1769.71,6480.64,11330852.33
2017-10-14,BTCUSD,5636.28,5800.0,5555.89,5799.99,3622.56,20633868.18
2017-11-02,BTCUSD,6741.02,7336.0,6730.0,7037.48,14647.22,102052501.3
2018-01-26,BTCUSD,11114.0,11600.0,10300.0,11091.99,9023.48,98917678.69
2019-06-24,BTCUSD,10842.82,11090.0,10531.2,11035.0,2015.97,21872075.9
2016-04-13,BTCUSD,426.43,426.75,421.99,424.53,2049.84,871512.71
2016-03-27,BTCUSD,416.92,426.75,416.65,424.47,2006.26,846262.98
2018-03-01,BTCUSD,10296.86,11100.0,10200.0,10900.95,5125.81,54839997.42
2018-06-19,BTCUSD,6711.16,6831.0,6665.13,6740.96,1455.55,9797841.42
2015-10-27,BTCUSD,288.54,299.0,288.53,298.2,691.25,202956.9
2016-01-23,BTCUSD,393.0,411.0,380.03,387.8,198.13,77017.19
2017-05-23,BTCUSD,2101.33,2264.0,2101.33,2261.22,11254.57,24940822.11
2017-03-10,BTCUSD,1197.2,1325.0,980.01,1109.29,13988.29,16846615.42
2017-07-05,BTCUSD,2606.64,2650.0,2550.01,2625.06,19342.33,50208008.09
2017-05-25,BTCUSD,2436.45,2779.0,2199.6,2330.84,25383.88,64640506.75
2017-04-08,BTCUSD,1194.67,1198.0,1167.0,1184.5,1722.06,2043342.16
2018-03-08,BTCUSD,9884.26,10100.0,9050.0,9295.77,8774.36,83652551.76
2017-07-21,BTCUSD,2889.98,2910.0,2609.89,2661.99,19174.24,52681625.31
2018-04-08,BTCUSD,6895.99,7100.0,6889.5,7022.72,2494.65,17460763.19
2018-01-08,BTCUSD,16150.15,16250.0,13825.22,14980.01,12623.87,190764811.7
2018-12-14,BTCUSD,3265.44,3295.5,3136.46,3195.43,5780.14,18625777.39
2015-11-25,BTCUSD,317.52,332.0,315.21,327.5,546.09,178654.88
2016-01-31,BTCUSD,378.33,380.0,369.54,370.0,162.26,61072.38
2016-01-30,BTCUSD,379.39,380.0,374.53,378.33,247.86,93570.38
2015-11-29,BTCUSD,357.0,380.0,354.01,368.11,462.71,168299.4
2016-08-10,BTCUSD,585.76,600.0,584.07,595.14,1297.2,771219.25
2017-07-11,BTCUSD,2329.4,2400.0,2251.07,2305.05,16399.92,38322164.51
2018-04-06,BTCUSD,6777.0,6848.0,6512.79,6564.06,5906.65,39214142.92
2018-02-02,BTCUSD,9000.73,9090.0,7603.0,8845.07,21886.74,185823833.1
2017-11-11,BTCUSD,6585.11,6850.0,6184.63,6340.0,10387.26,67052124.17
2019-06-07,BTCUSD,7801.0,8130.0,7766.0,8002.98,1726.06,13745563.26
2017-03-15,BTCUSD,1248.2,1265.0,1246.0,1261.75,2791.19,3498724.4
2017-06-20,BTCUSD,2594.99,2786.0,2589.67,2734.14,7802.06,21003970.54
2018-05-21,BTCUSD,8515.17,8588.0,8315.49,8395.71,2113.72,17794228.81
2018-03-22,BTCUSD,8902.53,9100.0,8494.62,8710.44,6485.99,56753217.52
2017-05-04,BTCUSD,1517.95,1650.0,1475.01,1550.0,9561.6,14883276.29
2018-10-04,BTCUSD,6465.97,6600.0,6455.91,6549.03,1855.23,12140773.27
2018-06-29,BTCUSD,5850.13,6600.0,5785.17,6202.49,4887.43,29281958.52
2017-05-09,BTCUSD,1686.39,1779.0,1681.93,1719.51,9382.65,16257862.59
2019-02-05,BTCUSD,3411.47,3430.0,3401.84,3429.98,1335.65,4569082.06
2018-05-20,BTCUSD,8240.01,8600.0,8168.01,8515.17,1041.53,8774206.8
2015-10-24,BTCUSD,280.2,285.0,280.19,285.0,438.03,123247.67
2015-10-17,BTCUSD,263.75,285.0,263.14,272.47,664.66,180981.35
2016-04-20,BTCUSD,435.0,445.0,434.99,443.54,1732.3,760561.43
2017-02-22,BTCUSD,1133.68,1140.0,1109.99,1128.54,4097.34,4619409.23
2018-08-28,BTCUSD,6909.0,7125.0,6866.78,7075.1,4428.12,30915953.49
2017-07-24,BTCUSD,2761.45,2795.0,2715.2,2758.5,9193.13,25261098.79
2019-02-04,BTCUSD,3415.99,3435.0,3397.0,3411.47,1112.92,3801923.68
2015-10-14,BTCUSD,250.0,254.75,250.0,253.0,119.54,30115.77
2017-04-07,BTCUSD,1195.77,1206.0,1176.37,1194.67,4176.54,4989277.38
2017-06-06,BTCUSD,2689.43,2924.0,2689.4,2880.23,12177.9,34291677.47
2018-01-29,BTCUSD,11633.11,11698.0,10900.0,11130.34,5693.42,63639125.48
2017-07-16,BTCUSD,1967.34,2039.0,1800.0,1904.0,13823.39,26431755.87
2019-01-11,BTCUSD,3626.76,3695.0,3577.01,3637.28,3371.77,12260715.27
2017-06-14,BTCUSD,2715.86,2800.0,2341.2,2459.56,14483.01,37437465.61
2019-06-23,BTCUSD,10676.48,11200.0,10490.0,10842.82,1833.2,19739732.25
2018-03-02,BTCUSD,10900.95,11200.0,10779.44,11027.77,4046.9,44474264.7
2017-12-02,BTCUSD,10910.18,11200.0,10700.0,10888.01,6316.96,69145415.16
2017-08-14,BTCUSD,4046.34,4325.0,3961.65,4318.3,17144.48,72021231.87
2019-04-08,BTCUSD,5196.02,5350.0,5132.26,5287.88,2766.25,14524197.92
2019-07-22,BTCUSD,10590.0,10700.0,10065.67,10326.64,2168.4,22425307.96
2016-06-19,BTCUSD,755.14,765.0,746.28,763.99,887.81,676639.48
2017-07-13,BTCUSD,2383.82,2420.0,2315.61,2343.48,11854.39,27975709.78
2018-05-27,BTCUSD,7333.2,7400.0,7208.1,7349.12,1021.88,7463322.92
2019-05-13,BTCUSD,6976.25,8170.0,6869.09,7822.67,8023.11,62026698.03
2017-03-05,BTCUSD,1270.0,1275.0,1245.21,1273.99,1628.88,2052223.11
2018-11-02,BTCUSD,6344.3,6380.0,6330.0,6350.98,1759.45,11173910.23
2018-07-12,BTCUSD,6380.0,6380.0,6075.0,6249.75,3131.49,19414473.3
2018-10-05,BTCUSD,6549.03,6638.0,6515.0,6581.37,1408.07,9228572.04
2018-03-21,BTCUSD,8904.23,9180.0,8755.0,8902.53,6594.03,59212481.78
2015-11-10,BTCUSD,381.46,383.0,236.0,336.18,728.85,255925.57
2017-02-01,BTCUSD,967.02,990.0,962.35,989.1,2404.69,2346365.67
2017-11-06,BTCUSD,7394.44,7410.0,6947.63,6975.01,7809.3,55914080.82
2018-02-20,BTCUSD,11166.92,11750.0,11084.99,11206.22,6641.33,76268926.96
2018-01-14,BTCUSD,14174.38,14310.0,13100.0,13626.27,3985.27,54199076.03
2017-05-20,BTCUSD,1965.01,2045.0,1965.01,2044.4,5545.09,11082377.36
2019-01-25,BTCUSD,3570.25,3578.0,3510.0,3561.0,2499.51,8878335.74
2018-08-22,BTCUSD,6476.53,6900.0,6251.0,6350.0,6588.74,43169169.56
2019-05-24,BTCUSD,7879.92,8180.0,7800.0,8004.36,1574.28,12636731.56
2018-02-19,BTCUSD,10403.01,11250.0,10315.0,11166.92,3764.29,40969900.17
2019-07-29,BTCUSD,9523.42,9720.0,9362.5,9504.23,1252.11,11909747.45
2018-11-28,BTCUSD,3771.43,4350.0,3771.43,4223.69,9513.85,38997822.81
2017-08-24,BTCUSD,4147.1,4350.0,4108.82,4313.21,8727.49,36738021.86
2018-10-08,BTCUSD,6573.17,6655.0,6538.14,6600.0,2290.23,15072266.28
2019-06-19,BTCUSD,9084.31,9324.25,9039.34,9282.65,2017.16,18441752.37
2019-07-19,BTCUSD,10647.85,10762.5,10102.06,10535.46,2046.58,21366864.92
2017-08-26,BTCUSD,4371.25,4371.25,4371.25,4371.25,0.0,0.0
2019-05-10,BTCUSD,6146.18,6427.25,6110.3,6378.01,3414.36,21471495.1
2017-11-25,BTCUSD,8209.88,8788.5,8152.01,8779.62,5087.06,43248410.78
2017-12-12,BTCUSD,16800.19,17613.0,16347.71,17382.19,9067.07,154830186.7
2018-11-12,BTCUSD,6360.98,6382.25,6300.0,6326.27,979.2,6210313.26
2018-04-25,BTCUSD,9649.99,9762.75,8755.0,8865.01,7596.44,70250882.6
2019-09-25,BTCUSD,8543.36,8745.0,8221.21,8431.9,2894.52,24390800.24
2018-05-02,BTCUSD,9059.84,9259.0,8975.0,9211.7,2483.28,22642808.61
2018-10-25,BTCUSD,6412.0,6423.5,6358.82,6389.7,2762.27,17653569.56
2018-05-13,BTCUSD,8466.31,8755.0,8340.1,8685.5,1369.24,11696058.67
2019-07-13,BTCUSD,11776.4,11847.0,10791.73,11374.76,2235.16,25120178.26
2018-05-18,BTCUSD,8060.01,8279.0,7919.2,8230.0,3888.8,31448707.82
2018-01-22,BTCUSD,11501.0,11865.0,10026.03,10780.0,11158.71,120643064.7
2018-03-18,BTCUSD,7870.99,8297.0,7319.0,8197.29,9669.52,74104522.09
2018-01-20,BTCUSD,11535.56,12999.0,11528.68,12744.98,6862.82,85011809.92
2019-10-02,BTCUSD,8330.62,8395.0,8180.0,8384.51,1705.78,14097119.58
2018-04-16,BTCUSD,8357.43,8415.0,7900.0,8052.27,4734.74,38358033.46
2019-08-23,BTCUSD,10164.82,10477.0,10056.5,10408.14,1407.79,14574367.25
2017-11-26,BTCUSD,8779.62,9475.0,8732.66,9304.19,8532.88,77276520.64
2017-11-28,BTCUSD,9763.44,9987.0,9649.0,9941.7,7940.25,78367083.22
2018-04-01,BTCUSD,6920.5,7043.5,6442.49,6811.02,5962.82,40038020.94
2018-01-27,BTCUSD,11091.99,11535.0,10821.76,11372.85,4717.82,52981583.96
2018-02-12,BTCUSD,8073.9,8985.0,8070.68,8900.0,5466.43,47208118.55
2017-12-19,BTCUSD,18981.88,19050.0,16750.0,17640.01,12441.6,223708682.3
2018-04-22,BTCUSD,8920.0,9017.0,8755.0,8800.0,1495.86,13291042.32
2018-03-20,BTCUSD,8599.01,9037.0,8327.35,8904.23,7272.77,63129514.46
2017-12-07,BTCUSD,13725.53,17050.0,13400.01,17050.0,25215.63,379296115.0
2018-02-10,BTCUSD,8697.78,9069.0,8146.78,8553.5,6004.8,51732287.49
2017-12-14,BTCUSD,16460.9,17150.0,16135.18,16678.79,8702.84,144057342.2
2018-02-07,BTCUSD,7682.75,8589.0,7200.0,7582.76,15859.0,125575748.8
2018-08-29,BTCUSD,7075.1,7119.5,6908.92,7033.83,2348.48,16503702.04
2017-12-04,BTCUSD,11231.21,11681.0,10850.0,11668.84,7425.17,84290521.96
2019-05-25,BTCUSD,8004.36,8149.5,7947.79,8074.87,710.61,5715577.55
2019-06-01,BTCUSD,8516.2,8621.0,8458.34,8566.1,641.3,5483092.32
2019-09-21,BTCUSD,10168.86,10171.0,9922.51,9980.93,471.15,4721665.12
2019-06-22,BTCUSD,10233.92,11201.0,10085.83,10676.48,5157.34,55101511.44
2019-10-10,BTCUSD,8592.01,8655.0,8460.04,8589.51,887.29,7593516.5
2019-08-31,BTCUSD,9581.96,9699.0,9443.87,9604.43,375.44,3596661.49
2018-05-09,BTCUSD,9181.42,9359.25,8953.26,9308.45,3506.01,32093682.67
2018-01-16,BTCUSD,13597.6,13601.25,10001.0,11399.01,20640.71,242184935.9
2019-10-01,BTCUSD,8301.76,8531.25,8201.64,8330.62,1640.46,13721824.11
2019-05-15,BTCUSD,7995.48,8299.5,7840.82,8198.47,3420.5,27667357.92
2017-12-16,BTCUSD,17744.5,19739.0,17713.87,19499.99,5081.35,95278934.42
2018-10-11,BTCUSD,6529.75,6529.75,6026.09,6153.83,5275.98,32640762.34
2017-12-17,BTCUSD,19499.99,19999.0,18870.0,19260.5,5561.4,107762059.2
2019-06-03,BTCUSD,8745.75,8745.75,8030.32,8110.99,2748.44,23018359.18
2019-05-28,BTCUSD,8781.16,8823.75,8550.0,8726.4,2265.02,19669909.45
2018-01-01,BTCUSD,13820.26,13824.23,12800.0,13338.41,4575.01,60856282.93
2018-01-06,BTCUSD,16945.5,17236.46,16298.31,17175.0,5294.46,88436511.04
2017-01-06,BTCUSD,989.99,1025.56,879.1,893.49,6506.72,6112552.41
2016-09-16,BTCUSD,605.76,609.03,605.68,607.14,1253.87,761390.46
2018-12-06,BTCUSD,3691.92,3846.62,3420.65,3436.54,8876.44,32235916.36
2016-09-13,BTCUSD,607.81,610.78,605.84,607.94,836.93,509225.08
