AlbumID_Rank,Artist,Album,Release_Year,Spotify_Album,Description,wiki,Duration,Minutes,Seconds,Total_Seconds,Label,Sub_Metal_Genre,Rating,Rolling_Stone_Rating
73,Scorpions,Blackout,1982,6x75r5C54z1quun86Bbqbr,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/scorpions-blackout-1982-w487116,https://en.wikipedia.org/wiki/Blackout_(Scorpions_album),36:41:00,36,41,2201,Mercury,Heavy Metal,3,Rolling Stone
100,Avenged Sevenfold,City of Evil,2005,55tK4Ab7XHTOKkw0xDz3AA,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/avenged-sevenfold-city-of-evil-2005-w486948,https://en.wikipedia.org/wiki/City_of_Evil,72:54:00,72,54,4374,Warner Bros,Heavy Metal,3,Rolling Stone
23,Danzig,Danzig,1988,3elIDlrTtrgKfbxYVgp3uW,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/danzig-1988-w486966,https://en.wikipedia.org/wiki/Danzig_(album),40:57:00,40,57,2457,Def American,Heavy Metal,3.5,AllMusic
9,Ozzy Osbourne,Blizzard of Ozz,1980,6aGfK3YpRxZ1rJfaNRckLH,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/ozzy-osbourne-blizzard-of-ozz-1980-w487078,https://en.wikipedia.org/wiki/Blizzard_of_Ozz,39:31:00,39,31,2371,Jet,Heavy Metal,4,Rolling Stone
32,Black Sabbath,Sabotage,1975,0Plh7fxBmx1Z2HrnVOoGkw,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/black-sabbath-sabotage-1975-w486955,https://en.wikipedia.org/wiki/Sabotage_(Black_Sabbath_album),43:38:00,43,38,2618,Vertigo,Heavy Metal,4,Rolling Stone
34,Black Sabbath,Master of Reality,1971,7pGb2cOGVz6vLyaZaKOQ7D,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/black-sabbath-master-of-reality-1971-w487128,https://en.wikipedia.org/wiki/Master_of_Reality,34:24:00,34,24,2064,Vertigo,Heavy Metal,4,Rolling Stone
37,Black Sabbath,Heaven and Hell,1980,1Wk2g7TV0adbUZ53ruvIdL,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/black-sabbath-heaven-and-hell-1980-w486952,https://en.wikipedia.org/wiki/Heaven_and_Hell_(Black_Sabbath_album),40:04:00,40,4,2404,Vertigo,Heavy Metal,4,Rolling Stone
48,Rainbow,Rising,1976,3uIT4I4Dy7Pq1j0aSjzPW9,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/rainbow-rising-1976-w487115,https://en.wikipedia.org/wiki/Rising_(Rainbow_album),33:22:00,33,22,2002,Oyster,Heavy Metal,4,AllMusic
16,Dio,Holy Diver,1983,2ivNJLSx8Rbvnsvcn01Yt3,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/dio-holy-diver-1983-w486976,https://en.wikipedia.org/wiki/Holy_Diver,41:44:00,41,44,2504,Warner Bros,Heavy Metal,4.5,AllMusic
96,Kvelertak,Meir,2013,6zEacAdWHLaclKB2C39mag,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/kvelertak-meir-2013-w487015,https://en.wikipedia.org/wiki/Meir_(album),49:11:00,49,11,2951,Roadrunner,Heavy Metal,4.5,AllMusic
1,Black Sabbath,Paranoid,1970,6r7LZXAVueS5DqdrvXJJK7,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/black-sabbath-paranoid-1970-w486954,https://en.wikipedia.org/wiki/Paranoid_(album),41:47:00,41,47,2507,Warner Bros,Heavy Metal,5,Rolling Stone
5,Black Sabbath,Black Sabbath,1970,4ZLy3U2q17Yjw7jkjXPJQj,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/black-sabbath-1970-w486951,https://en.wikipedia.org/wiki/Black_Sabbath_(album),39:23:00,39,23,2363,Vertigo,Heavy Metal,5,Rolling Stone
89,Nightwish,Once,2004,5sHIuXeNUs3Tqfg7kQIFVT,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/nightwish-once-2004-w487072,https://en.wikipedia.org/wiki/Once_(Nightwish_album),60:09:00,60,9,3609,Roadrunner,Power Metal,3.5,AllMusic
87,Manowar,Hail to England,1984,,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/manowar-hail-to-england-1984-w487027,https://en.wikipedia.org/wiki/Hail_to_England,33:13:00,33,13,1993,Music for Nations,Power Metal,4,AllMusic
31,Slayer,Seasons in the Abyss,1990,416nVgqae48Dw0EjD6N4EU,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/slayer-seasons-in-the-abyss-1990-w487121,https://en.wikipedia.org/wiki/Seasons_in_the_Abyss,42:30:00,42,30,2550,Def American,Speed Metal,3.5,Rolling Stone
6,Slayer,Reign in Blood,1986,2DumvqHl78bNXuvU9kQfPN,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/slayer-reign-in-blood-1986-w487119,https://en.wikipedia.org/wiki/Reign_in_Blood,28:59:00,28,59,1739,Def Jam,Speed Metal,4.5,Rolling Stone
47,Slayer,South of Heaven,1988,09ghSsJ7jalI4jWtf7E08b,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/slayer-south-of-heaven-1988-w487123,https://en.wikipedia.org/wiki/South_of_Heaven,36:55:00,36,55,2215,Def Jam,Speed Metal,1,Rolling Stone
41,Kyuss,Blues for the Red Sun,1992,7wXj8GxTkGAUU99DXR7n2f,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/kyuss-blues-for-the-red-sun-1992-w487016,https://en.wikipedia.org/wiki/Blues_for_the_Red_Sun,50:56:00,50,56,3056,Dali,Stoner Rock,4,Rolling Stone
60,Melvins,Bullhead,1991,3hAEZH07Rme4RfmSbd7KMC,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/melvins-bullhead-1991-w487038,https://en.wikipedia.org/wiki/Bullhead_(album),34:54:00,34,54,2094,Boner,Stoner Rock,4,AllMusic
62,Sleep,Jerusalem,1999,5DwHEOrCwvTNwG6H3wNaiU,http://www.rollingstone.com/music/lists/the-100-greatest-metal-albums-of-all-time-w486923/sleep-jerusalem-1999-w487122,https://en.wikipedia.org/wiki/Jerusalem_and_Dopesmoker,52:07:00,52,7,3127,Rise Above,Stoner Rock,4,AllMusic
